identifier,latitude,longitude,type,nav_type,usage,region
REPAY,33.46698666666666,-96.01795666666666,WAYPOINT,W,,ENRT
REPBO,40.856548333333336,-88.85329833333333,WAYPOINT,W,,ENRT
REPDE,35.387211666666666,-97.375675,WAYPOINT,R,,ENRT
REPEE,26.568928333333332,-78.421475,WAYPOINT,W,,ENRT
REPII,48.21926,-118.89203,WAYPOINT,W,L,ENRT
REPIJ,41.167181666666664,-82.72027333333334,WAYPOINT,W,,ENRT
REPPA,36.202436666666664,-101.43349666666667,WAYPOINT,C,L,ENRT
REPUE,39.45135,-123.68485,WAYPOINT,W,,ENRT
RERUE,33.78385,-98.390095,WAYPOINT,W,,ENRT
RESEE,20.6045,180.0,WAYPOINT,W,B,ENRT
RESER,36.90820166666666,-107.48766166666667,WAYPOINT,C,L,ENRT
RESGY,42.108355,-85.58450166666667,WAYPOINT,C,L,ENRT
RESLE,47.733365,-110.990545,WAYPOINT,C,L,ENRT
RESOR,34.38737,-116.95679833333334,WAYPOINT,C,B,ENRT
RESPE,35.58842666666666,-84.91871833333333,WAYPOINT,W,H,ENRT
RESQU,37.474311666666665,-71.44163333333333,WAYPOINT,W,B,ENRT
RESRT,30.716781666666666,-98.25470666666666,WAYPOINT,W,,ENRT
RESRV,33.44132,-108.50903333333333,WAYPOINT,W,,ENRT
RESTO,65.15940333333333,-147.13520666666668,WAYPOINT,R,,ENRT
RESTS,35.00078833333333,-82.72034666666667,WAYPOINT,W,L,ENRT
RESUM,84.24087,-141.0,WAYPOINT,W,,ENRT
RESVR,38.90375,-77.08858333333333,WAYPOINT,W,,ENRT
RETBE,38.771465,-121.236315,WAYPOINT,W,,ENRT
RETKY,41.336415,-83.14284666666667,WAYPOINT,W,,ENRT
RETOE,32.91887333333333,-116.839665,WAYPOINT,R,,ENRT
RETOP,37.206775,-120.5868,WAYPOINT,R,,ENRT
RETOR,42.603406666666665,-84.97538666666667,WAYPOINT,C,,ENRT
RETSO,37.174366666666664,-122.21774666666667,WAYPOINT,R,,ENRT
REUBE,29.752956666666666,-98.755945,WAYPOINT,C,,ENRT
REVEN,45.55162333333333,-70.70031666666667,WAYPOINT,W,,ENRT
REVER,42.437913333333334,-70.956885,WAYPOINT,C,L,ENRT
REVIE,35.786168333333336,-101.05893166666667,WAYPOINT,W,,ENRT
REVLY,33.217063333333336,-117.35352666666667,WAYPOINT,W,,ENRT
REVVS,30.091348333333332,-97.36729333333334,WAYPOINT,W,,ENRT
REVVV,31.388746666666666,-83.53700666666667,WAYPOINT,C,,ENRT
REWET,35.408105,-83.24123666666667,WAYPOINT,W,,ENRT
REX,26.006378333333334,-98.22578833333333,VOR_DME,M,,
REXEE,38.687783333333336,-77.02008166666667,WAYPOINT,W,,ENRT
REXEY,35.126068333333336,-78.92392166666667,WAYPOINT,W,,ENRT
REXIE,22.988865,-156.907745,WAYPOINT,C,B,ENRT
REXXY,42.006638333333335,-77.40582833333333,WAYPOINT,W,H,ENRT
REYES,34.65523666666667,-119.13392666666667,WAYPOINT,C,B,ENRT
REYOG,34.59016666666667,-98.22,WAYPOINT,W,,ENRT
REYOK,33.63368666666667,-104.91983,WAYPOINT,C,L,ENRT
REYOL,35.756373333333336,-96.65892,WAYPOINT,W,,ENRT
REYOR,38.300955,-122.237515,WAYPOINT,W,,ENRT
REZIE,41.641465,-91.28904666666666,WAYPOINT,R,L,ENRT
REZPA,42.174665,-79.3694,WAYPOINT,W,,ENRT
REZVO,41.15537833333333,-79.07431,WAYPOINT,W,,ENRT
RFLAY,43.983486666666664,-107.42503333333333,WAYPOINT,W,,ENRT
RFNEK,28.68385,-97.82368166666667,WAYPOINT,W,,ENRT
RG,44.59202666666667,-92.64182166666667,NDB,,,
RGERS,39.22253333333333,-83.15025666666666,WAYPOINT,R,,ENRT
RGINA,36.4578,-107.29095666666667,WAYPOINT,R,H,ENRT
RGOES,30.322325,-86.858425,WAYPOINT,W,,ENRT
RGYLE,33.068371666666664,-97.24040333333333,WAYPOINT,W,,ENRT
RH,45.62352833333333,-89.61798666666667,NDB,,,
RHALL,32.49294,-94.38820166666666,WAYPOINT,R,,ENRT
RHETT,34.058145,-86.673265,WAYPOINT,W,,ENRT
RHEUM,44.683825,-71.576505,WAYPOINT,W,,ENRT
RHI,45.633606666666665,-89.45466833333333,VOR_DME,K,,
RHIDE,39.085876666666664,-118.218925,WAYPOINT,R,,ENRT
RHILE,35.80144833333333,-82.55652833333333,WAYPOINT,R,,ENRT
RHILY,44.23668833333333,-103.15164333333334,WAYPOINT,R,,ENRT
RHINO,48.543146666666665,-109.68789333333334,WAYPOINT,R,,ENRT
RHODE,38.25304,-79.37408833333333,WAYPOINT,R,H,ENRT
RHOMM,38.75878,-83.520175,WAYPOINT,C,L,ENRT
RHOSE,27.658568333333335,-82.20582,WAYPOINT,R,,ENRT
RHYAN,61.07114166666667,-150.93423333333334,WAYPOINT,W,,ENRT
RHYSS,36.203185,-110.86937166666667,WAYPOINT,R,H,ENRT
RIANT,37.954865,-79.85345833333334,WAYPOINT,W,,ENRT
RIATA,41.723598333333335,-83.59035333333334,WAYPOINT,W,,ENRT
RIBBY,33.822565,-96.66796833333333,WAYPOINT,W,,ENRT
RIBER,39.790778333333336,-86.20408666666667,WAYPOINT,R,,ENRT
RIBIR,46.30931666666667,-84.11791666666667,WAYPOINT,R,L,ENRT
RIBIT,55.903333333333336,-129.91783333333333,WAYPOINT,W,,ENRT
RIC,37.50140833333333,-77.31883166666667,VOR_DME,K,,
RICAS,39.656625,-106.78605833333333,WAYPOINT,R,,ENRT
RICBU,36.64100833333333,-99.703045,WAYPOINT,C,L,ENRT
RICCK,29.451178333333335,-94.85572833333333,WAYPOINT,W,,ENRT
RICCO,43.804856666666666,-107.03836833333334,WAYPOINT,W,H,ENRT
RICCS,38.919108333333334,-80.08361333333333,WAYPOINT,W,H,ENRT
RICED,40.60718166666667,-72.68864333333333,WAYPOINT,C,L,ENRT
RICES,27.48394,-97.80476833333333,WAYPOINT,R,,ENRT
RICEY,29.309293333333333,-91.237645,WAYPOINT,C,,ENRT
RICHD,46.67242,-112.41780666666666,WAYPOINT,C,L,ENRT
RICHE,34.69236166666666,-80.98723,WAYPOINT,C,L,ENRT
RICHH,17.1915,142.81866666666667,WAYPOINT,W,B,ENRT
RICHI,40.83681333333333,-85.93998666666667,WAYPOINT,R,,ENRT
RICHS,45.42657166666667,-122.23405333333334,WAYPOINT,R,,ENRT
RICHY,38.992023333333336,-120.01816666666667,WAYPOINT,C,L,ENRT
RICKF,39.94133333333333,-76.22377166666666,WAYPOINT,W,L,ENRT
RICKG,33.55718666666667,-91.70938166666667,WAYPOINT,W,L,ENRT
RICKX,35.104965,-90.23603,WAYPOINT,W,H,ENRT
RICKY,32.069296666666666,-81.08969,WAYPOINT,R,,ENRT
RICOB,37.108563333333336,-88.58382166666667,WAYPOINT,W,,ENRT
RICOC,61.909643333333335,-145.61814666666666,WAYPOINT,R,L,ENRT
RICSY,34.95094,-106.70946833333333,WAYPOINT,R,,ENRT
RICTO,27.27445833333333,-98.0861,WAYPOINT,R,,ENRT
RICVO,62.918398333333336,-163.68577,WAYPOINT,C,L,ENRT
RIDCO,41.62139,-92.33932666666666,WAYPOINT,R,L,ENRT
RIDDE,34.14203833333333,-94.45929,WAYPOINT,W,,ENRT
RIDDL,34.001216666666664,-118.45588,WAYPOINT,W,,ENRT
RIDDN,36.786865,-77.75838166666666,WAYPOINT,W,H,ENRT
RIDDS,36.270738333333334,-76.27274166666666,WAYPOINT,R,,ENRT
RIDDY,37.88677666666667,-88.05182,WAYPOINT,W,,ENRT
RIDEE,35.138798333333334,-87.42299,WAYPOINT,W,,ENRT
RIDEN,41.143071666666664,-112.42285833333334,WAYPOINT,C,L,ENRT
RIDES,27.916911666666667,-81.089605,WAYPOINT,W,,ENRT
RIDGY,38.93911833333333,-75.78722166666667,WAYPOINT,C,L,ENRT
RIDJE,40.51757166666667,-105.63621333333333,WAYPOINT,R,B,ENRT
RIDKE,42.809005,-73.18938,WAYPOINT,W,,ENRT
RIDLL,16.067666666666668,142.41666666666666,WAYPOINT,W,B,ENRT
RIDME,33.02240666666667,-118.15798166666667,WAYPOINT,C,,ENRT
RIDNE,40.30589333333333,-76.76770666666667,WAYPOINT,W,,ENRT
RIDNG,39.75503833333333,-75.093325,WAYPOINT,W,L,ENRT
RIDRE,42.99169,-71.10781166666666,WAYPOINT,W,,ENRT
RIEBA,43.88473666666667,-75.92636166666666,WAYPOINT,W,,ENRT
RIEKE,41.52082333333333,-82.46734833333333,WAYPOINT,R,H,ENRT
RIELE,32.62119,-81.38916166666667,WAYPOINT,W,H,ENRT
RIELY,43.63333333333333,-119.28333333333333,WAYPOINT,W,,ENRT
RIFER,43.09139,-70.73572333333334,WAYPOINT,W,,ENRT
RIFFE,35.268605,-116.18966166666667,WAYPOINT,R,,ENRT
RIFFL,35.255025,-96.83594833333333,WAYPOINT,W,,ENRT
RIFFY,30.841881666666666,-96.79008666666667,WAYPOINT,R,L,ENRT
RIFLE,40.68736333333333,-72.575815,WAYPOINT,C,H,ENRT
RIFMN,39.442075,-109.757835,WAYPOINT,R,H,ENRT
RIFTE,44.552585,-119.385985,WAYPOINT,W,,ENRT
RIGBY,43.652945,-111.95348,WAYPOINT,R,L,ENRT
RIGEL,35.607746666666664,-82.686195,WAYPOINT,R,L,ENRT
RIGES,27.673231666666666,-97.95390166666667,WAYPOINT,R,,ENRT
RIGGG,70.13575166666666,-147.20447166666668,WAYPOINT,C,,ENRT
RIGGL,40.517806666666665,-87.60230333333334,WAYPOINT,C,H,ENRT
RIGGS,68.93759666666666,-147.20188666666667,WAYPOINT,R,L,ENRT
RIGID,44.58658833333333,-73.73901166666667,WAYPOINT,W,L,ENRT
RIGNE,32.92187833333333,-96.934795,WAYPOINT,C,,ENRT
RIGOR,25.120283333333333,-81.789055,WAYPOINT,R,L,ENRT
RIGOY,46.67126833333333,-100.45174333333334,WAYPOINT,W,,ENRT
RIGYA,33.98429,-96.07566333333334,WAYPOINT,R,,ENRT
RIGYO,39.96679833333334,-74.84223833333333,WAYPOINT,W,,ENRT
RIHDU,27.492113333333332,-97.95073,WAYPOINT,W,,ENRT
RIHDY,44.48768166666667,-96.94307166666667,WAYPOINT,W,,ENRT
RIICE,30.45151,-95.85709,WAYPOINT,C,,ENRT
RIIGG,28.901446666666665,-95.61689333333334,WAYPOINT,W,,ENRT
RIISE,39.00561,-76.656855,WAYPOINT,W,,ENRT
RIJTU,39.42465333333333,-119.768335,WAYPOINT,R,,ENRT
RIKAH,42.55083833333333,-71.41787166666667,WAYPOINT,W,,ENRT
RIKKK,40.78406,-104.85011833333333,WAYPOINT,W,,ENRT
RIKKO,59.157243333333334,-135.42538833333333,WAYPOINT,W,,ENRT
RIKOC,39.241033333333334,-106.874565,WAYPOINT,R,,ENRT
RIKPE,37.388801666666666,-122.13896666666666,WAYPOINT,W,,ENRT
RIKYO,26.723018333333332,-98.20240333333334,WAYPOINT,W,,ENRT
RIL,39.52366,-107.71846166666667,VOR_DME,K,,
RILEE,28.13711,-83.36912,WAYPOINT,C,,ENRT
RILGE,40.72262833333333,-94.35616833333333,WAYPOINT,C,L,ENRT
RILMY,48.152575,-104.867865,WAYPOINT,C,L,ENRT
RILOE,40.836615,-85.903505,WAYPOINT,W,,ENRT
RILRY,43.38995333333333,-89.35691666666666,WAYPOINT,R,,ENRT
RILTE,39.68442833333334,-106.75449333333333,WAYPOINT,W,,ENRT
RIMBA,42.05173333333333,-74.65461,WAYPOINT,R,L,ENRT
RIMBE,46.034,-88.075,WAYPOINT,W,,ENRT
RIMDE,56.470393333333334,-132.31706166666666,WAYPOINT,W,,ENRT
RIMMM,35.525706666666665,-112.090065,WAYPOINT,W,,ENRT
RINDS,46.756456666666665,-123.15625666666666,WAYPOINT,C,L,ENRT
RINEO,24.858333333333334,-81.96716666666667,WAYPOINT,W,,ENRT
RINER,41.167085,-92.52502,WAYPOINT,R,,ENRT
RINGE,35.61741166666667,-117.63422833333334,WAYPOINT,R,,ENRT
RINGG,28.874361666666665,-81.91914333333334,WAYPOINT,W,,ENRT
RINGO,59.75013666666667,-154.901245,WAYPOINT,C,B,ENRT
RINKE,44.30514,-94.45737,WAYPOINT,W,,ENRT
RINKY,29.919475,-90.10416,WAYPOINT,W,,ENRT
RINLE,70.16934833333333,-148.72048666666666,WAYPOINT,W,,ENRT
RINOE,38.98446666666667,-77.17276666666666,WAYPOINT,W,,ENRT
RINRE,33.755721666666666,-78.78663166666666,WAYPOINT,W,,ENRT
RINSE,27.203141666666667,-81.58879833333333,WAYPOINT,C,L,ENRT
RINTE,40.28601833333333,-84.039085,WAYPOINT,W,H,ENRT
RINTH,45.017871666666665,-69.09260833333333,WAYPOINT,C,L,ENRT
RINTS,41.23669666666667,-72.07421666666667,WAYPOINT,R,,ENRT
RIOGR,37.957951666666666,-107.95481833333334,WAYPOINT,R,,ENRT
RIOWE,31.80079,-106.00393666666666,WAYPOINT,R,L,ENRT
RIPIE,6.9843399999999995,158.22416833333332,WAYPOINT,W,,ENRT
RIPKE,44.88954666666667,-89.55901333333334,WAYPOINT,W,,ENRT
RIPON,43.83625333333333,-88.84015333333333,WAYPOINT,C,,ENRT
RIPPI,32.903375,-83.33658666666666,WAYPOINT,C,L,ENRT
RIPPL,32.784751666666665,-116.52169333333333,WAYPOINT,W,,ENRT
RIPPY,42.774543333333334,-82.78797166666666,WAYPOINT,W,,ENRT
RIQIE,17.833968333333335,-65.59304833333333,WAYPOINT,C,,ENRT
RIRCO,45.621965,-97.03624666666667,WAYPOINT,W,L,ENRT
RIROE,66.82301666666666,-162.85958,WAYPOINT,R,,ENRT
RISAA,60.936703333333334,-161.93601666666666,WAYPOINT,W,,ENRT
RISBA,21.0,154.13533333333334,WAYPOINT,W,B,ENRT
RISGE,31.805245,-106.14046833333333,WAYPOINT,R,,ENRT
RISHO,39.60756166666667,-98.97049166666666,WAYPOINT,C,L,ENRT
RISLE,44.67255333333333,-95.92440333333333,WAYPOINT,W,,ENRT
RISON,34.037955,-92.09210833333333,WAYPOINT,R,L,ENRT
RISTE,37.150486666666666,-82.97073,WAYPOINT,W,L,ENRT
RISTI,37.604875,-121.52663333333334,WAYPOINT,R,,ENRT
RISUE,45.902118333333334,-123.73708666666667,WAYPOINT,W,,ENRT
RITAS,42.31954,-73.00238833333333,WAYPOINT,R,,ENRT
RITCH,42.626423333333335,-77.242405,WAYPOINT,C,L,ENRT
RITHA,43.856671666666664,-90.509555,WAYPOINT,W,,ENRT
RITIE,35.273536666666665,-78.20333,WAYPOINT,W,,ENRT
RITOH,42.10954,-87.85247166666667,WAYPOINT,W,,ENRT
RITON,39.72369166666667,-79.92599666666666,WAYPOINT,W,,ENRT
RITPE,44.936295,-72.20773333333334,WAYPOINT,W,,ENRT
RITTI,29.03389333333333,-96.005345,WAYPOINT,W,,ENRT
RITTY,41.25675833333333,-75.47139166666666,WAYPOINT,C,L,ENRT
RIVAL,46.80713166666666,-114.62129833333333,WAYPOINT,C,L,ENRT
RIVIL,32.17560833333334,-111.00979166666667,WAYPOINT,R,,ENRT
RIVOR,64.15782833333333,-146.15375,WAYPOINT,C,L,ENRT
RIVRS,39.420235,-90.92611666666667,WAYPOINT,C,L,ENRT
RIVVO,36.651698333333336,-117.10254333333333,WAYPOINT,W,H,ENRT
RIVYR,36.00695833333333,-81.03707666666666,WAYPOINT,C,L,ENRT
RIW,43.05943833333333,-108.45332,VOR_DME,K,,
RIXEE,48.10290166666667,-122.70925666666666,WAYPOINT,W,,ENRT
RIXIE,44.85286,-94.13701166666667,WAYPOINT,C,L,ENRT
RIYCO,33.034018333333336,-111.75244166666667,WAYPOINT,C,L,ENRT
RIYNO,39.273228333333336,-107.72129833333334,WAYPOINT,C,L,ENRT
RIYOB,32.15025,-94.79103166666667,WAYPOINT,W,,ENRT
RIYOP,41.08947,-102.737665,WAYPOINT,R,L,ENRT
RIZAL,37.01897833333334,-108.17366333333334,WAYPOINT,C,L,ENRT
RIZIN,34.406661666666665,-119.52617333333333,WAYPOINT,W,,ENRT
RIZON,53.0,-170.0,WAYPOINT,W,,ENRT
RIZUR,37.05995,-93.538515,WAYPOINT,R,L,ENRT
RIZZN,36.12394666666667,-115.13508833333333,WAYPOINT,W,,ENRT
RIZZY,42.470591666666664,-91.488625,WAYPOINT,W,L,ENRT
RIZZZ,35.48635,-86.05663166666666,WAYPOINT,W,,ENRT
RJAIE,35.87533333333333,-116.606,WAYPOINT,W,,ENRT
RKA,42.45979833333333,-75.23687,VOR_DME,K,,
RKDIA,21.0,-60.0,WAYPOINT,W,B,ENRT
RKEEE,37.075518333333335,-115.63959166666666,WAYPOINT,W,,ENRT
RKEMP,31.586191666666668,-85.70404,WAYPOINT,W,,ENRT
RKMRT,34.05612166666667,-85.25043833333334,WAYPOINT,W,L,ENRT
RLG,40.001583333333336,-106.43882666666667,VOR_DME,K,,
RLLLL,38.84251833333333,-77.30337166666666,WAYPOINT,W,,ENRT
RLY,43.958483333333334,-107.95050333333333,VOR_DME,K,,
RMACK,35.950268333333334,-76.60965166666666,WAYPOINT,C,L,ENRT
RMARZ,25.916666666666668,-80.21666666666667,WAYPOINT,W,,ENRT
RMBLN,34.508385,-82.30524166666666,WAYPOINT,W,,ENRT
RMG,34.157538333333335,-85.11831166666667,VOR_DME,K,,
RMOHR,48.06757,-124.76667333333333,WAYPOINT,W,,ENRT
RMONA,25.985856666666667,-84.00880333333333,WAYPOINT,W,,ENRT
RNAND,45.29321,-83.67353,WAYPOINT,C,L,ENRT
RNB,39.41758333333333,-75.13434666666667,NDB,,,
RNCHO,33.04171,-116.423415,WAYPOINT,W,,ENRT
RND,29.518168333333332,-98.28443833333333,VOR_DME,K,,
RNDAL,33.971653333333336,-117.78427333333333,WAYPOINT,C,L,ENRT
RNDDY,48.15271,-116.252075,WAYPOINT,W,L,ENRT
RNDLY,22.508966666666666,-72.89329166666667,WAYPOINT,W,B,ENRT
RNFOE,41.988141666666664,-85.85268333333333,WAYPOINT,W,,ENRT
RNGER,31.084833333333332,-97.69104166666666,WAYPOINT,W,,ENRT
RNGRS,35.06666666666667,-63.15,WAYPOINT,W,,ENRT
RNKRS,44.99023666666667,-74.400165,WAYPOINT,W,,ENRT
RNL,37.971853333333335,-80.803905,VOR_DME,K,,
RNLDI,38.775775,-77.906555,WAYPOINT,W,,ENRT
RNNCH,46.855905,-108.84199666666666,WAYPOINT,W,,ENRT
RNSLL,45.420586666666665,-70.62416666666667,WAYPOINT,W,L,ENRT
RNTRY,20.81908,-70.253645,WAYPOINT,C,B,ENRT
RNW,35.50579333333334,-77.103975,NDB,,,
RO,33.35922,-104.438675,NDB,,,
ROA,37.33941166666666,-80.068905,VOR_DME,K,,
ROACH,38.203915,-92.755325,WAYPOINT,R,L,ENRT
ROADE,33.89035833333333,-116.75417166666666,WAYPOINT,W,,ENRT
ROADZ,30.943016666666665,-83.36713833333333,WAYPOINT,C,,ENRT
ROAGG,42.0531,-122.48820666666667,WAYPOINT,W,,ENRT
ROAMM,27.768121666666666,-97.35017666666667,WAYPOINT,R,,ENRT
ROAMS,44.80585333333333,-120.409535,WAYPOINT,C,L,ENRT
ROANS,36.18626833333333,-82.15809166666666,WAYPOINT,C,L,ENRT
ROARK,45.907183333333336,-122.626075,WAYPOINT,C,L,ENRT
ROARR,43.288513333333334,-115.36835833333333,WAYPOINT,W,,ENRT
ROAST,39.95395166666667,-76.43350166666667,WAYPOINT,C,L,ENRT
ROB,31.502283333333335,-97.06841666666666,NDB,,,
ROBAE,43.53685333333333,-96.69310833333333,WAYPOINT,W,,ENRT
ROBBB,33.520653333333335,-74.43917833333333,WAYPOINT,W,H,ENRT
ROBBN,52.0,-170.0,WAYPOINT,W,,ENRT
ROBBO,34.20046,-80.30766666666666,WAYPOINT,R,,ENRT
ROBBY,44.072135,-89.95626833333333,WAYPOINT,C,,ENRT
ROBCO,37.52662,-92.97432333333333,WAYPOINT,R,L,ENRT
ROBDY,39.203716666666665,-93.96784833333334,WAYPOINT,R,L,ENRT
ROBER,40.68461166666667,-73.02623333333334,WAYPOINT,C,,ENRT
ROBES,61.09188,-146.18754666666666,WAYPOINT,C,L,ENRT
ROBEY,33.700246666666665,-95.68676833333333,WAYPOINT,R,,ENRT
ROBIE,35.97555,-121.005675,WAYPOINT,R,H,ENRT
ROBJE,40.66677166666667,-73.80616,WAYPOINT,W,,ENRT
ROBLL,18.952715,-67.00842833333333,WAYPOINT,C,B,ENRT
ROBME,39.04027166666667,-121.39160833333334,WAYPOINT,W,,ENRT
ROBNN,33.202086666666666,-117.10209666666667,WAYPOINT,C,L,ENRT
ROBNY,32.68601666666667,-88.39104666666667,WAYPOINT,R,,ENRT
ROBOW,40.017485,-85.372385,WAYPOINT,R,,ENRT
ROBRT,39.60962833333333,-77.367425,WAYPOINT,R,L,ENRT
ROBSN,40.051228333333334,-85.48986166666667,WAYPOINT,W,,ENRT
ROBTE,45.40385,-91.82592833333334,WAYPOINT,W,,ENRT
ROBUD,40.63959,-118.70473166666666,WAYPOINT,C,L,ENRT
ROBYN,19.758198333333333,-156.10950166666666,WAYPOINT,R,B,ENRT
ROC,43.117441666666664,-77.67034333333334,VOR_DME,K,,
ROCBO,31.752295,-81.42489666666667,WAYPOINT,W,,ENRT
ROCCA,43.40069333333334,-112.45693666666666,WAYPOINT,C,L,ENRT
ROCCY,37.823605,-111.99330666666667,WAYPOINT,W,H,ENRT
ROCEN,38.07126,-116.90177333333334,WAYPOINT,C,,ENRT
ROCES,70.13904833333333,-144.13593166666666,WAYPOINT,W,B,ENRT
ROCET,62.6,-171.66666666666666,WAYPOINT,W,B,ENRT
ROCHS,43.26861,-70.93404666666666,WAYPOINT,R,,ENRT
ROCIR,37.04322666666667,-80.90942833333334,WAYPOINT,R,L,ENRT
ROCKA,38.03893166666667,-80.38686333333334,WAYPOINT,R,H,ENRT
ROCKI,33.89102833333333,-102.238615,WAYPOINT,R,,ENRT
ROCKK,32.68868666666667,-95.891,WAYPOINT,C,,ENRT
ROCKM,31.774311666666666,-83.488885,WAYPOINT,R,L,ENRT
ROCKN,35.070438333333335,-99.140305,WAYPOINT,C,,ENRT
ROCKT,39.60442,-82.868795,WAYPOINT,W,,ENRT
ROCKX,36.208185,-115.05572166666667,WAYPOINT,R,,ENRT
ROCKY,39.586103333333334,-88.833465,WAYPOINT,C,,ENRT
ROCNO,44.17406666666667,-103.88929666666667,WAYPOINT,C,L,ENRT
ROCOC,39.28755666666667,-122.02604333333333,WAYPOINT,W,,ENRT
ROCOD,32.257306666666665,-84.92418333333333,WAYPOINT,W,,ENRT
ROCOL,56.790778333333336,-132.77177333333333,WAYPOINT,W,,ENRT
ROCON,58.273305,-134.98486666666668,WAYPOINT,W,,ENRT
ROCOW,45.689256666666665,-69.20704833333333,WAYPOINT,W,,ENRT
ROCOY,41.039395,-75.459865,WAYPOINT,C,L,ENRT
ROD,40.28601333333334,-84.03919166666667,VOR_DME,K,,
RODAN,43.04170833333333,-76.45994166666667,WAYPOINT,C,L,ENRT
RODAY,32.688575,-93.78438333333334,WAYPOINT,C,,ENRT
RODDS,37.202945,-106.04093166666667,WAYPOINT,C,L,ENRT
RODDY,38.355075,-105.37409333333333,WAYPOINT,C,B,ENRT
RODEN,32.659958333333336,-117.58527166666667,WAYPOINT,R,,ENRT
RODEZ,34.639705,-80.10453166666667,WAYPOINT,R,,ENRT
RODIE,42.991463333333336,-103.42375166666666,WAYPOINT,W,,ENRT
RODII,40.62345,-74.205725,WAYPOINT,R,,ENRT
RODIO,29.86865,-97.437625,WAYPOINT,W,,ENRT
RODMN,57.467576666666666,-135.372475,WAYPOINT,W,,ENRT
RODNA,47.25279666666667,-117.85124666666667,WAYPOINT,R,L,ENRT
RODNY,41.07559333333333,-87.14313833333334,WAYPOINT,R,L,ENRT
RODOC,56.835663333333336,-132.90471666666667,WAYPOINT,W,,ENRT
RODOE,42.32238666666667,-85.83565333333334,WAYPOINT,W,,ENRT
RODRK,24.172733333333333,-70.00824166666666,WAYPOINT,W,B,ENRT
RODYY,41.870975,-74.591565,WAYPOINT,W,H,ENRT
ROEPR,40.90861833333334,-87.95445833333333,WAYPOINT,W,,ENRT
ROEZZ,40.37148666666667,-92.71671333333333,WAYPOINT,W,,ENRT
ROFBE,38.25886,-94.25337333333333,WAYPOINT,R,L,ENRT
ROFYO,44.287211666666664,-93.39145166666667,WAYPOINT,W,,ENRT
ROFZU,54.28777,-166.366815,WAYPOINT,W,,ENRT
ROGAN,27.250476666666668,-81.88904833333333,WAYPOINT,C,L,ENRT
ROGBE,33.86878333333333,-114.717735,WAYPOINT,C,L,ENRT
ROGEE,32.790215,-99.26761,WAYPOINT,C,L,ENRT
ROGET,42.275425,-114.370025,WAYPOINT,R,L,ENRT
ROGLA,83.5,-168.97066666666666,WAYPOINT,W,,ENRT
ROGOC,58.80196,-160.668385,WAYPOINT,C,L,ENRT
ROGOE,42.75434,-89.04022,WAYPOINT,W,,ENRT
ROGOY,42.20693,-89.51852,WAYPOINT,W,,ENRT
ROGRZ,39.92560666666667,-106.63579333333334,WAYPOINT,W,,ENRT
ROGSE,35.04034333333333,-106.73903166666666,WAYPOINT,R,,ENRT
ROHCK,35.30324,-114.003825,WAYPOINT,W,,ENRT
ROHDE,39.07010833333333,-82.65649666666667,WAYPOINT,R,L,ENRT
ROHHN,61.773381666666666,-150.97041666666667,WAYPOINT,C,L,ENRT
ROHNN,41.22103666666667,-80.43656833333333,WAYPOINT,W,,ENRT
ROHPL,18.0,-45.0,WAYPOINT,W,,ENRT
ROHYO,32.48447,-104.30527166666667,WAYPOINT,C,L,ENRT
ROJAM,65.33333333333333,-150.08333333333334,WAYPOINT,W,,ENRT
ROJAR,60.556133333333335,-150.94252166666666,WAYPOINT,C,L,ENRT
ROJAS,32.474003333333336,-100.65093166666666,WAYPOINT,R,,ENRT
ROJGE,46.00376,-112.65556833333333,WAYPOINT,W,,ENRT
ROJJO,33.40620333333333,-107.04183333333333,WAYPOINT,W,,ENRT
ROJOS,34.39234166666667,-85.09314666666667,WAYPOINT,R,,ENRT
ROKIE,35.31923833333333,-78.02460666666667,WAYPOINT,R,,ENRT
ROKIT,30.491678333333333,-94.50825333333333,WAYPOINT,W,H,ENRT
ROKIY,56.972251666666665,-135.351035,WAYPOINT,W,,ENRT
ROKKI,28.033488333333334,-97.32247833333334,WAYPOINT,R,L,ENRT
ROKKK,42.61666666666667,-94.06716666666667,WAYPOINT,W,L,ENRT
ROKKR,34.540353333333336,-119.06866666666667,WAYPOINT,W,,ENRT
ROKNE,37.88510333333333,-96.802755,WAYPOINT,C,H,ENRT
ROKNN,40.92539,-82.50236,WAYPOINT,W,,ENRT
ROKZZ,56.471621666666664,-132.33382166666667,WAYPOINT,W,,ENRT
ROLAC,31.202275,-97.35780666666666,WAYPOINT,C,L,ENRT
ROLAE,39.785988333333336,-104.82445333333334,WAYPOINT,R,,ENRT
ROLAG,46.80222666666667,-96.23408833333333,WAYPOINT,C,L,ENRT
ROLAK,29.317548333333335,-98.12359833333333,WAYPOINT,R,,ENRT
ROLAN,34.84256,-92.44123333333333,WAYPOINT,C,L,ENRT
ROLBE,44.218775,-88.26786166666666,WAYPOINT,W,,ENRT
ROLER,40.850858333333335,-73.438255,WAYPOINT,W,,ENRT
ROLFY,32.81744833333333,-114.49295,WAYPOINT,W,,ENRT
ROLLE,37.38921,-71.70351833333334,WAYPOINT,W,B,ENRT
ROLLN,40.875525,-81.74072333333334,WAYPOINT,W,,ENRT
ROLLO,34.97442,-91.92127666666667,WAYPOINT,W,,ENRT
ROLLR,60.853813333333335,-162.20337,WAYPOINT,C,L,ENRT
